Data,Precipitacao,TempMaxima,TempMinima,Temp Comp Media
20/09/2014,,,,
21/09/2014,0,19.7,13.5,15.78
21/09/2014,,,,
22/09/2014,0.6,24,10.5,17.1
22/09/2014,,,,
23/09/2014,0,29.6,13.7,21.42
23/09/2014,,,,
24/09/2014,0.9,22.7,17.7,19.12
24/09/2014,,,,
25/09/2014,0,28,14,20.5
25/09/2014,,,,
26/09/2014,21.3,24.9,15.7,18.78
26/09/2014,,,,
27/09/2014,0,20.2,13.4,17.12
27/09/2014,,,,
28/09/2014,0,26.4,14.6,20.2
28/09/2014,,,,
29/09/2014,6.8,24.6,18.9,20.52
29/09/2014,,,,
30/09/2014,0.1,20.8,17.5,19.14
30/09/2014,,,,
01/10/2014,7.2,22.6,16,18.04
01/10/2014,,,,
02/10/2014,0,21.7,13.6,16.94
02/10/2014,,,,
03/10/2014,0,,,17.28
03/10/2014,,,,
04/10/2014,0,24.3,14.8,18.5
04/10/2014,,,,
05/10/2014,0,26.6,14.6,19.88
05/10/2014,,,,
06/10/2014,0.1,23.5,16.6,19.94
06/10/2014,,,,
07/10/2014,0,27.4,17.9,21.84
07/10/2014,,,,
08/10/2014,0,31.2,16.7,23.42
08/10/2014,,,,
09/10/2014,0,29.8,19.4,24.14
09/10/2014,,,,
10/10/2014,0,30.1,16.9,21.4
10/10/2014,,,,
11/10/2014,2.2,21,15.2,18.02
11/10/2014,,,,
12/10/2014,10.9,26.5,17.4,21.44
12/10/2014,,,,
13/10/2014,0.1,22.2,17.1,18.86
13/10/2014,,,,
14/10/2014,12.8,24.6,17.9,20.02
14/10/2014,,,,
15/10/2014,0,28.6,16.5,21.88
15/10/2014,,,,
16/10/2014,13.1,21.6,19.3,20.22
16/10/2014,,,,
17/10/2014,80.3,21.1,19.1,20.48
17/10/2014,,,,
18/10/2014,15.3,24.7,17.7,20.68
18/10/2014,,,,
19/10/2014,29,23.8,18.7,19.98
19/10/2014,,,,
20/10/2014,3.6,24.6,13.4,18.32
20/10/2014,,,,
21/10/2014,0,24.8,13.3,18.54
21/10/2014,,,,
22/10/2014,0,27.9,14.3,20.28
22/10/2014,,,,
23/10/2014,0,29.4,15.6,21.82
23/10/2014,,,,
24/10/2014,0.1,28.7,16.3,21.6
24/10/2014,,,,
25/10/2014,0,26.7,19.8,22.18
25/10/2014,,,,
26/10/2014,0,29,19.2,22.96
26/10/2014,,,,
27/10/2014,0,32.4,18.2,24.1
27/10/2014,,,,
28/10/2014,0,35.6,19,26.2
28/10/2014,,,,
29/10/2014,0,37.1,19.6,28.9
29/10/2014,,,,
30/10/2014,9.4,30.2,20.2,22.88
30/10/2014,,,,
31/10/2014,1.2,28.8,18.4,23.18
31/10/2014,,,,
01/11/2014,0,24.7,21,22.16
01/11/2014,,,,
02/11/2014,4.2,21.5,19,19.94
02/11/2014,,,,
03/11/2014,15.8,31.2,19.6,23.64
03/11/2014,,,,
04/11/2014,13.5,25,18.7,20.6
04/11/2014,,,,
05/11/2014,0.8,24,16,19.38
05/11/2014,,,,
06/11/2014,0,26.8,17.4,21.44
06/11/2014,,,,
07/11/2014,7.5,28.2,18.7,22.38
07/11/2014,,,,
08/11/2014,3.3,28.6,16.9,22.04
08/11/2014,,,,
09/11/2014,0,30.9,17.1,23.84
09/11/2014,,,,
10/11/2014,0,31.2,19.3,24.32
10/11/2014,,,,
11/11/2014,0,30.1,18.7,24.16
11/11/2014,,,,
12/11/2014,1.5,24.1,19.4,20.82
12/11/2014,,,,
13/11/2014,22.6,23.6,18.1,19.9
13/11/2014,,,,
14/11/2014,4.6,25.7,14.5,19.44
14/11/2014,,,,
15/11/2014,0,28.1,13.5,20.72
15/11/2014,,,,
16/11/2014,0,31,14.5,22.9
16/11/2014,,,,
17/11/2014,0,29,19.1,23.34
17/11/2014,,,,
18/11/2014,0,32,17.1,23.38
18/11/2014,,,,
19/11/2014,0,32.1,18.7,25.2
19/11/2014,,,,
20/11/2014,0.2,33.6,20.5,25.72
20/11/2014,,,,
21/11/2014,0,31.7,21.4,25.18
21/11/2014,,,,
22/11/2014,4.8,26,21.4,22.96
22/11/2014,,,,
23/11/2014,0,27.3,17.1,21.6
23/11/2014,,,,
24/11/2014,0,35,16.4,25.98
24/11/2014,,,,
25/11/2014,14.6,31.1,21.4,24.04
25/11/2014,,,,
26/11/2014,8.5,29.6,21.2,24.22
26/11/2014,,,,
27/11/2014,0,27,19.8,22.96
27/11/2014,,,,
28/11/2014,0,28.8,16,22.12
28/11/2014,,,,
29/11/2014,0,33.7,19.4,25.58
29/11/2014,,,,
30/11/2014,0,34.7,20.8,27.66
30/11/2014,,,,
01/12/2014,0,32.4,25.4,28.12
01/12/2014,,,,
02/12/2014,14.5,35,22.6,26.78
02/12/2014,,,,
03/12/2014,10.6,27.3,21,23.22
03/12/2014,,,,
04/12/2014,0,28.3,16.9,22.1
04/12/2014,,,,
05/12/2014,0,29.2,16.7,22.42
05/12/2014,,,,
06/12/2014,0,31.6,17.5,23.84
06/12/2014,,,,
07/12/2014,0,36.2,19,28.02
07/12/2014,,,,
08/12/2014,0,37.4,24.1,28.26
08/12/2014,,,,
09/12/2014,4.1,31.5,22.8,26.54
09/12/2014,,,,
10/12/2014,10.5,32.6,21.7,26.2
10/12/2014,,,,
11/12/2014,31.4,26,21.9,23.3
11/12/2014,,,,
12/12/2014,1.6,26.1,21.4,23.3
12/12/2014,,,,
13/12/2014,2.9,25.3,21,22.34
13/12/2014,,,,
14/12/2014,0.1,27.4,16.2,21.4
14/12/2014,,,,
15/12/2014,0,26.5,16.3,21.82
15/12/2014,,,,
16/12/2014,0,27.9,19.1,23.6
16/12/2014,,,,
17/12/2014,0.4,27.7,21.8,24.26
17/12/2014,,,,
18/12/2014,0,30.2,22,25.08
18/12/2014,,,,
19/12/2014,0,31.3,18.3,24.58
19/12/2014,,,,
20/12/2014,0,36.1,20.3,25.6
20/12/2014,,,,
21/12/2014,39.9,23.5,20.5,21.64
21/12/2014,,,,
22/12/2014,36.2,25.7,18.5,20.98
22/12/2014,,,,
23/12/2014,0,26.1,14.1,20.48
23/12/2014,,,,
24/12/2014,0,27.6,15.7,21.98
24/12/2014,,,,
25/12/2014,0,31.1,18.3,24.74
25/12/2014,,,,
26/12/2014,0,29.6,21.5,25.54
26/12/2014,,,,
27/12/2014,10,27.5,21.8,24.76
27/12/2014,,,,
28/12/2014,7.2,27.6,22.1,24.08
28/12/2014,,,,
29/12/2014,1.3,30.8,20.9,25.1
29/12/2014,,,,
30/12/2014,0,30.5,25.2,27.18
30/12/2014,,,,
31/12/2014,1.5,31.2,26.7,28.42
31/12/2014,,,,
